Symbol,Strategy,TotalReturn,SharpeRatio,MaxDrawdown,WinRate,ProfitFactor,TotalTrades,AvgTrade,Score,RiskAdjusted
MSFT,MeanReversion(20),0.08959444294377579,1.9012160165746086,-0.04415983183111203,0.3620689655172414,1.3072863395581649,58,0.0015447317748926773,2.8215999674678653,89.59444294377579
MSFT,MeanReversion(10),0.2489131428888229,2.670082034035936,-0.04788963586049142,0.5263157894736842,1.443663077274342,133,0.0018715273901415256,5.08980609484554,248.9131428888229
MSFT,Breakout(20),-0.008881631381823827,-0.09707244718168614,-0.07919560501599493,0.3148148148148148,0.9707676808759547,54,-0.00016447465521896384,-0.12649870869782529,-8.881631381823826
MSFT,Breakout(10),0.08041425138046455,1.591861775743579,-0.07099345291692262,0.38235294117647056,1.2595978823715528,68,0.001182562520300951,2.3774675585539784,80.41425138046455
MSFT,DualThrust,-0.1901672776574595,-2.473871453350895,-0.19754541414326704,0.34806629834254144,0.6718367174649553,181,-0.001050647942858899,-2.700745752074073,-190.1672776574595
NVDA,"Momentum(10,30)",0.11925799966891136,0.5988518948117543,-0.2021063259011257,0.33884297520661155,1.0725325189336181,242,0.0004928016515244266,0.8973859782591777,119.25799966891135
NVDA,"Momentum(5,20)",0.14603502626031448,0.697440533921877,-0.23818305639878923,0.3360323886639676,1.088289037667623,247,0.0005912349241308262,1.0678790388692097,146.03502626031448
NVDA,MeanReversion(20),0.06400673267801961,0.8023944160094177,-0.18383954471997888,0.313953488372093,1.1132672209714118,86,0.0007442643334653484,1.1217918125743176,64.0067326780196
NVDA,MeanReversion(10),-0.08238805587041366,-0.35123411770385893,-0.21754150371830444,0.336734693877551,0.9300799204227592,196,-0.000420347223828645,-0.4308250758000512,-82.38805587041365
NVDA,Breakout(20),0.24943919493657493,2.631622259136649,-0.08811688200809462,0.345679012345679,1.4415886801467577,81,0.0030794962337848766,4.424662563639288,249.43919493657492
NVDA,Breakout(10),0.19699284120906785,1.5698756731345391,-0.11926657418521538,0.30833333333333335,1.2303481432051624,120,0.0016416070100755693,2.4585283412154886,196.99284120906785
NVDA,DualThrust,0.1342055118744944,0.753747914861809,-0.14844042399163654,0.3317972350230415,1.1038275071644768,217,0.0006184585800667915,1.1385601679467714,134.2055118744944
TSLA,"Momentum(10,30)",0.15059339393632515,0.6635262825999017,-0.17123365887441372,0.36947791164658633,1.08034962295687,249,0.0006047927467322264,1.0455264839146095,150.59339393632516
TSLA,"Momentum(5,20)",0.19779881875173144,0.7473084980973902,-0.21598037677297616,0.3724137931034483,1.0935273172236595,290,0.0006820648922473522,1.2284822208039499,197.79881875173143
TSLA,MeanReversion(20),-0.20836646334673395,-1.9750512821139716,-0.27997285221518775,0.2621359223300971,0.7248584702062317,103,-0.002022975372298395,-1.9733707582435787,-208.36646334673395
TSLA,MeanReversion(10),-0.16345741442218029,-0.6564874115110755,-0.30275053529378304,0.3333333333333333,0.8864820330942897,216,-0.0007567472889915729,-0.7322395688330202,-163.45741442218028
TSLA,Breakout(20),0.3175086233432736,2.6983744232761335,-0.10282080031566625,0.4111111111111111,1.4078055490289285,90,0.003527873592703049,5.016685662252836,317.5086233432736
TSLA,Breakout(10),0.08253660594445479,0.6865239811751539,-0.14923769381905144,0.3359375,1.0755546594891985,128,0.0006448172339410494,0.9928518376736034,82.53660594445479
TSLA,DualThrust,0.32786541222123167,1.283641591791463,-0.1819356034181819,0.35918367346938773,1.164896678091141,245,0.001338226172331561,2.3167330179007624,327.8654122212317
